Frame,Plane1vsYOZ,Plane2vsPlane1,Plane3vsPlane2,Theta0_Plane1,Theta0_Plane2,Theta0_Plane3,PCC_Theta_Plane1,PCC_Theta_Plane2,PCC_Theta_Plane3
362,84.07,29.18,19.44,46.47,70.59,72.01,47.44,77.36,65.77
363,84.61,29.84,19.08,46.43,71.47,72.46,47.40,78.53,66.27
364,85.15,30.46,19.21,46.49,72.25,72.31,47.45,79.57,66.23
365,85.70,31.13,18.99,46.36,72.98,72.00,47.31,80.56,66.01
366,86.26,31.78,18.64,46.27,73.71,71.91,47.19,81.54,65.89
367,86.81,32.34,18.24,46.22,74.36,71.69,47.11,82.44,65.61
368,87.44,32.96,17.70,46.04,75.02,71.50,46.90,83.34,65.48
369,88.09,33.59,17.19,45.83,75.61,71.59,46.65,84.15,65.65
370,88.79,34.19,16.77,45.57,76.32,71.66,46.35,85.15,65.86
371,89.45,34.72,15.86,45.32,76.76,71.50,46.07,85.76,65.66
372,89.72,35.42,15.71,45.00,77.39,71.58,45.69,86.64,65.84
373,89.10,35.92,17.22,44.65,77.74,71.85,45.27,87.14,66.23
374,88.21,36.67,14.05,44.17,78.20,71.96,44.73,87.79,66.46
375,87.28,37.52,15.80,43.57,78.58,72.30,44.05,88.33,66.80
376,86.27,38.39,13.21,42.91,78.98,72.25,43.33,88.88,66.79
377,85.21,39.16,12.67,42.23,79.37,72.41,42.57,89.44,66.97
378,83.90,40.32,14.96,41.55,79.67,72.47,41.82,89.86,66.89
379,82.49,41.55,14.25,40.80,80.04,72.66,41.02,90.38,67.10
380,81.04,42.79,13.25,40.12,80.32,72.78,40.26,90.78,67.27
381,79.52,44.11,11.21,39.37,80.52,72.96,39.45,91.08,67.49
382,77.80,45.72,10.55,38.63,80.80,73.13,38.65,91.46,67.70
383,76.11,47.30,9.86,37.87,81.00,73.30,37.84,91.74,67.90
384,74.26,49.11,9.18,37.19,81.26,73.51,37.10,92.11,68.15
385,72.48,50.79,8.94,36.47,81.41,73.69,36.33,92.32,68.33
386,70.47,52.82,8.24,35.78,81.57,73.73,35.60,92.56,68.48
387,68.43,54.91,9.23,35.19,81.84,73.93,34.96,92.98,68.47
388,66.28,57.13,8.92,34.54,81.81,74.06,34.28,92.89,68.58
389,64.32,58.98,8.24,34.25,81.94,74.25,33.94,93.07,68.83
390,61.83,61.87,7.95,33.92,82.17,74.32,33.61,93.42,68.98
391,59.62,64.33,8.33,33.53,81.66,74.38,33.19,92.70,69.01
392,57.46,66.76,8.50,33.17,81.81,74.42,32.81,92.90,69.06
393,55.49,68.60,8.68,32.70,81.96,74.48,32.30,93.13,69.11
394,53.45,70.91,9.18,32.33,82.13,74.54,31.91,93.40,69.14
395,51.53,73.08,8.73,32.11,81.97,74.69,31.67,93.15,69.27
396,49.73,75.13,9.09,31.82,81.86,74.70,31.36,92.97,69.27
397,47.97,77.38,9.13,31.62,81.90,74.84,31.15,93.03,69.42
398,46.29,79.64,8.62,31.25,82.43,74.88,30.80,93.82,69.71
399,44.90,81.51,8.33,31.09,82.41,75.02,30.63,93.78,69.89
400,43.65,83.64,7.98,31.02,82.44,75.12,30.56,93.81,70.04
401,42.63,85.62,7.92,30.86,82.49,75.37,30.39,93.89,70.35
402,41.75,87.26,7.75,30.84,82.31,75.53,30.39,93.65,70.54
403,41.00,88.64,7.46,30.79,82.26,75.70,30.34,93.57,70.71
404,40.25,89.45,7.31,30.71,82.24,75.87,30.22,93.53,70.89
405,39.68,89.40,7.22,30.62,82.33,75.83,30.13,93.69,70.95
406,39.23,88.22,7.13,30.47,82.56,75.94,29.98,94.01,71.10
407,38.85,86.70,6.98,30.25,80.99,76.07,29.77,91.74,71.27
408,38.53,85.88,6.88,30.01,80.86,76.20,29.52,91.53,71.42
409,38.20,85.22,6.81,29.78,80.75,76.31,29.28,91.37,71.56
410,37.87,84.70,6.78,29.48,80.76,76.38,28.97,91.38,71.75
411,37.71,83.99,6.82,29.25,80.57,76.47,28.74,91.10,71.94
412,37.54,83.52,6.95,28.93,80.57,76.59,28.42,91.08,72.11
413,37.44,82.97,7.02,28.67,80.62,76.69,28.15,91.16,72.29
414,37.82,82.00,6.52,28.93,80.75,76.67,28.43,91.38,72.44
415,37.49,82.01,7.07,28.47,80.63,76.76,27.96,91.22,72.64
416,37.76,81.30,7.24,27.56,80.61,76.84,27.07,91.19,72.81
417,37.26,81.63,7.57,25.90,80.54,76.91,25.41,91.09,72.99
418,36.66,81.86,7.47,24.40,80.07,77.07,23.91,90.42,73.15
419,36.53,82.10,8.16,23.06,80.34,77.15,22.58,90.77,73.25
420,36.67,81.49,8.14,21.94,79.92,77.30,21.46,90.19,73.40
421,37.23,80.81,8.60,21.10,79.83,77.43,20.63,90.05,73.52
422,37.26,80.99,9.75,20.05,80.05,77.58,19.59,90.32,73.66
423,38.69,78.96,9.81,19.88,79.61,77.75,19.42,89.72,73.80
424,38.46,79.16,10.41,19.03,79.30,77.86,18.57,89.28,73.93
425,39.95,77.52,10.98,21.17,79.03,78.00,20.61,88.92,74.07
426,38.25,79.56,12.16,22.10,79.26,78.09,21.51,89.21,74.14
427,37.68,79.71,12.23,20.68,78.78,78.24,20.09,88.54,74.29
428,38.97,78.09,12.49,20.18,78.86,78.33,19.63,88.68,74.37
429,39.50,77.43,13.16,19.40,78.83,78.46,18.85,88.64,74.49
430,39.57,77.42,14.28,18.45,79.05,78.57,17.91,88.93,74.60
431,40.10,76.20,15.05,17.70,78.62,79.11,17.16,88.31,75.03
432,39.73,76.20,15.60,16.72,78.49,79.25,16.19,88.12,75.16
433,40.42,74.91,16.11,15.82,78.54,79.42,15.30,88.24,75.41
434,41.20,74.11,17.11,15.03,78.75,79.48,14.52,88.53,75.47
435,42.42,72.46,17.42,14.17,78.70,79.60,13.68,88.47,75.62
436,44.02,70.38,17.80,13.44,78.62,79.71,12.97,88.38,75.72
437,45.83,68.03,18.22,12.72,78.57,79.89,12.27,88.29,75.90
438,48.89,64.41,18.46,12.30,78.48,80.02,11.86,88.16,76.03
439,54.37,58.48,18.65,12.62,78.37,80.19,12.18,88.05,76.22
440,56.79,55.55,18.82,12.38,78.22,80.27,11.95,87.86,76.28
441,58.52,53.38,19.26,12.35,78.18,80.45,11.92,87.81,76.46
442,60.48,50.90,19.37,12.55,78.08,80.54,12.11,87.68,76.57
443,62.11,48.88,19.66,12.87,78.02,80.70,12.42,87.62,76.74
444,63.54,46.93,19.79,13.30,77.91,80.81,12.84,87.47,76.84
445,64.76,45.24,20.18,13.88,77.84,81.00,13.40,87.37,77.01
446,66.02,43.84,21.17,14.41,77.96,81.17,13.91,87.49,77.13
447,67.31,41.84,21.04,14.99,78.05,81.32,14.48,87.69,77.27
448,68.11,40.40,21.05,15.64,78.04,81.44,15.11,87.68,77.44
449,68.97,38.96,21.14,16.28,77.91,81.56,15.73,87.52,77.58
450,69.95,37.66,21.52,16.87,78.12,81.71,16.30,87.74,77.78
451,71.22,35.77,22.01,17.56,78.39,81.83,16.98,88.10,77.85
452,71.91,34.43,22.10,18.26,78.43,81.98,17.66,88.16,77.99
453,72.75,33.09,22.60,19.05,78.47,82.12,18.43,88.19,78.11
454,73.34,32.32,22.14,19.77,78.54,82.41,19.15,88.33,78.59
455,73.87,30.67,21.92,20.59,78.80,82.51,19.95,88.74,78.72
456,74.64,29.64,22.73,21.29,78.69,82.66,20.64,88.55,78.86
457,75.39,28.23,23.67,22.30,79.02,82.63,21.65,88.92,78.75
458,75.87,27.00,23.73,23.30,79.13,82.79,22.65,89.04,78.92
459,76.12,25.90,24.87,24.07,79.42,82.80,23.42,89.35,78.83
460,74.98,26.93,26.14,24.72,79.75,82.89,24.07,89.90,78.95
461,76.22,24.13,25.18,24.66,79.56,83.10,24.01,89.49,79.13
462,76.00,23.89,25.77,25.43,79.53,83.25,24.78,89.39,79.29
463,75.79,23.20,26.03,26.25,79.91,83.37,25.60,89.90,79.39
464,75.74,22.39,26.57,26.99,80.20,83.51,26.34,90.33,79.53
465,75.37,21.95,26.74,28.16,80.57,83.70,27.51,90.86,79.72
466,75.36,20.92,26.89,29.10,80.29,83.84,28.47,90.56,79.85
467,75.09,20.56,27.04,29.83,80.10,83.96,29.21,90.35,79.96
468,74.95,19.88,27.38,30.47,79.54,84.09,29.85,89.64,80.08
469,73.92,20.05,27.53,30.21,79.29,84.21,29.60,89.36,80.19
470,73.86,19.54,27.45,31.04,78.86,84.33,30.45,88.78,80.30
471,75.18,18.34,28.41,31.93,78.16,84.46,31.33,87.76,80.42
472,74.95,18.04,28.32,32.57,77.68,84.57,31.99,87.10,80.52
473,73.59,18.56,28.21,33.13,77.02,84.69,32.58,86.16,80.62
474,73.28,18.19,28.32,33.76,76.23,84.80,33.22,85.20,80.72
475,73.02,17.85,28.52,34.46,75.80,84.97,33.95,84.36,80.88
476,72.85,17.29,28.01,35.13,75.25,85.07,34.62,83.88,80.96
477,72.47,17.07,28.18,35.76,74.69,85.20,35.28,83.04,81.08
478,72.24,16.49,28.06,36.59,74.37,85.32,36.13,82.65,81.19
479,71.31,15.94,27.62,36.68,74.17,85.45,36.27,82.43,81.30
480,70.75,15.20,26.86,37.30,74.36,85.58,36.90,82.66,81.42
481,70.01,14.43,26.32,37.88,74.62,85.72,37.51,82.96,81.54
482,69.09,13.50,25.66,38.34,75.00,85.86,38.00,83.48,81.66
483,68.20,12.33,24.80,38.89,74.88,86.04,38.59,83.30,81.83
484,67.04,12.07,24.50,39.81,76.31,86.17,39.55,85.04,81.94
485,65.43,11.45,23.27,39.61,76.35,86.33,39.40,85.09,82.09
486,64.31,11.28,22.52,39.77,77.79,86.73,39.61,86.74,82.34
487,63.36,11.77,22.90,39.95,80.63,86.77,39.82,90.35,82.55
488,62.51,11.51,22.08,40.62,82.12,86.97,40.53,92.27,82.73
489,62.19,10.92,21.52,41.55,83.40,86.97,41.52,94.10,82.87
490,61.40,11.17,21.36,42.04,83.73,87.27,42.06,94.64,82.96
491,60.32,11.81,21.29,42.64,84.26,87.50,42.69,95.45,83.05
492,59.13,12.34,20.76,42.89,83.89,87.74,42.98,95.06,83.14
493,58.30,12.70,20.59,43.36,83.85,87.99,43.48,95.15,83.24
494,57.34,13.09,20.09,43.84,83.41,88.14,44.01,94.73,83.35
495,56.62,13.24,19.63,44.12,83.16,88.28,44.33,94.55,83.45
496,55.90,13.51,19.30,44.56,82.76,88.44,44.82,94.15,83.56
497,55.03,13.95,18.99,44.91,82.22,88.59,45.21,93.55,83.67
498,54.26,14.31,18.57,45.28,82.06,88.68,45.64,93.42,83.78
499,53.85,14.41,18.00,46.02,82.60,88.78,46.45,94.28,83.89
500,53.26,14.64,16.69,46.51,82.47,89.15,47.01,94.19,84.45
501,52.52,15.08,15.70,46.82,82.58,89.54,47.42,94.36,84.99
502,52.12,15.17,14.86,47.47,82.76,89.89,48.16,94.66,85.51
503,51.61,15.41,14.22,47.95,83.06,90.23,48.72,95.07,86.01
504,51.41,15.36,13.73,48.71,82.96,90.56,49.55,94.96,86.50
505,51.23,15.37,13.40,49.53,82.83,90.89,50.44,94.83,86.98
506,51.01,15.40,13.05,50.33,82.74,91.17,51.34,94.75,87.43
507,51.06,15.12,12.64,50.99,82.47,91.52,52.08,94.39,87.90
508,51.11,15.04,12.43,51.71,82.30,91.79,52.87,94.19,88.29
509,50.98,15.13,12.08,52.72,82.10,92.07,53.99,93.90,88.64
510,51.22,14.93,11.79,53.17,81.50,92.29,54.49,93.08,88.89
511,51.65,14.53,11.49,53.24,81.35,92.48,54.56,92.85,89.14
512,51.91,14.35,11.10,53.73,80.84,92.59,55.10,92.12,89.27
513,51.91,14.52,10.70,53.83,80.57,92.66,55.21,91.77,89.34
514,52.25,14.45,10.42,54.07,79.95,92.74,55.50,90.91,89.38
515,52.92,14.27,10.55,54.58,79.82,92.80,56.01,90.71,89.48
516,53.27,14.02,9.98,54.69,79.42,92.86,56.15,90.17,89.63
517,53.65,13.99,9.77,54.91,78.69,93.05,56.34,89.15,89.83
518,53.99,14.15,9.93,55.11,78.65,93.32,56.57,89.08,90.25
519,53.66,15.00,10.36,53.88,78.54,93.68,55.16,88.86,90.80
520,54.21,15.11,10.75,53.49,78.34,94.07,54.73,88.54,91.30
521,54.12,15.58,10.69,53.57,78.18,94.36,54.85,88.33,91.78
522,54.51,15.81,10.80,53.58,78.02,94.42,54.86,88.12,91.99
523,55.00,15.94,10.36,53.95,77.17,94.85,55.24,86.95,91.87
524,56.01,16.38,11.13,54.41,76.84,94.48,55.74,86.49,91.15
525,56.53,16.32,11.08,54.48,76.60,94.06,55.80,86.18,91.43
526,56.79,16.72,10.91,54.34,76.72,93.84,55.66,86.35,91.66
527,57.57,16.81,11.00,54.36,76.79,93.68,55.68,86.44,91.90
528,57.97,16.60,9.97,54.14,77.12,93.55,55.45,86.92,92.17
529,58.72,16.79,9.98,54.08,77.10,93.48,55.36,86.90,92.38
530,59.41,17.07,10.36,53.94,76.89,93.31,55.19,86.57,92.64
531,59.87,16.94,9.67,53.64,76.64,93.23,54.88,86.25,92.93
532,60.68,17.18,9.84,53.40,76.51,93.25,54.60,86.05,93.11
533,61.55,16.98,11.24,52.71,76.17,93.34,53.80,85.59,93.18
534,62.40,17.30,13.41,52.30,76.48,93.49,53.34,86.02,93.38
535,63.47,16.94,15.05,51.43,76.23,93.68,52.38,85.67,93.70
536,64.26,17.15,16.90,50.92,76.23,93.87,51.81,85.68,94.04
537,65.56,16.96,18.84,50.68,76.37,94.03,51.49,85.87,94.37
538,66.74,16.70,20.39,50.23,76.55,94.21,50.98,86.12,94.75
539,67.90,16.62,21.87,49.65,76.72,94.26,50.31,86.35,94.96
540,69.09,16.41,23.18,49.06,76.98,94.36,49.62,86.67,95.16
541,70.17,16.49,24.21,48.37,76.93,94.22,48.80,86.57,95.14
542,71.33,16.33,24.86,47.55,76.97,93.92,47.87,86.63,94.95
543,73.38,15.71,25.43,47.28,77.89,93.59,47.47,87.60,94.62
544,74.53,15.89,25.19,46.26,77.77,93.12,46.34,87.41,94.32
545,75.73,16.13,24.88,45.44,77.33,92.55,45.40,86.89,93.88
546,77.06,15.39,23.17,44.46,77.46,91.75,44.32,87.25,93.39
547,78.75,15.32,22.25,43.73,77.29,90.99,43.45,87.05,92.84
548,79.50,16.10,20.92,42.18,76.92,90.53,41.79,86.52,92.87
549,81.07,16.11,19.73,40.96,76.96,89.98,40.45,86.53,92.87
550,82.64,16.00,18.37,40.49,76.99,89.79,39.89,86.61,93.61
551,83.89,16.00,17.09,39.42,76.96,90.16,38.73,86.55,95.07
552,84.49,16.46,16.25,38.00,77.40,90.63,37.21,87.14,96.55
553,84.97,16.74,15.17,37.72,78.08,91.35,36.87,88.05,98.27
554,86.59,15.77,14.36,36.97,78.85,92.40,36.04,89.02,100.33
555,87.41,15.75,13.59,36.09,79.91,93.06,35.14,90.47,101.83
556,88.62,15.60,13.42,35.24,80.85,93.44,34.26,91.74,102.55
557,89.40,16.09,13.52,34.56,81.16,93.27,33.56,92.12,102.18
558,89.71,16.58,13.90,33.86,81.08,92.97,32.86,92.00,101.61
559,88.56,16.97,14.71,33.42,81.00,92.61,32.41,91.89,100.82
560,87.78,17.50,14.84,32.61,81.15,92.20,31.59,92.08,100.09
561,87.07,18.15,15.06,32.18,80.67,91.66,31.15,91.43,99.16
562,86.15,18.68,15.53,31.67,80.67,91.52,30.66,91.45,98.90
563,85.38,19.09,15.42,31.05,80.51,91.97,30.05,91.24,99.67
564,84.38,19.40,15.76,30.38,80.44,91.88,29.39,91.14,99.44
565,84.25,20.43,15.70,29.94,80.14,91.82,28.97,90.77,99.14
566,83.55,21.48,16.97,29.57,80.20,92.21,28.60,90.81,99.41
567,82.01,21.16,17.19,29.45,80.01,92.13,28.49,90.55,99.25
568,81.92,21.96,16.46,28.84,80.15,92.22,27.90,90.56,99.34
569,80.27,21.29,16.08,28.59,80.32,92.38,27.67,90.78,99.49
570,79.17,21.25,15.92,28.18,80.08,92.41,27.30,90.48,99.38
571,78.23,21.38,15.79,27.65,80.16,92.64,26.79,90.61,99.52
572,76.48,21.25,17.18,27.86,79.86,92.82,27.00,90.43,99.63
573,75.72,21.49,16.90,27.45,79.72,93.07,26.61,90.25,99.87
574,74.91,21.73,16.78,27.44,79.81,93.24,26.62,90.30,99.85
575,74.33,22.23,16.88,27.19,79.51,93.09,26.39,89.88,99.28
576,73.61,22.57,17.14,27.01,79.30,92.67,26.23,89.58,98.26
577,73.05,23.05,17.59,26.52,79.01,92.16,25.77,89.20,97.14
578,72.55,23.56,18.21,26.23,78.88,91.64,25.50,89.02,96.08
579,72.16,24.17,19.00,25.90,78.78,91.16,25.20,88.89,95.16
580,71.94,25.04,19.95,25.86,78.70,91.00,25.19,88.78,94.75
581,71.89,25.91,20.60,25.68,78.63,90.89,25.04,88.72,94.50
582,72.44,27.36,21.04,24.92,78.49,91.08,24.30,88.53,94.75
583,71.34,27.07,21.64,25.29,78.76,91.08,24.68,88.98,94.76
584,73.20,29.87,22.11,24.47,78.37,91.12,23.90,88.37,94.83
585,73.36,30.75,22.54,24.17,78.43,91.15,23.61,88.46,94.76
586,73.86,31.99,22.99,24.02,78.38,91.01,23.47,88.38,94.79
587,74.45,33.47,23.51,23.62,78.77,90.92,23.09,88.99,94.63
588,75.11,34.78,23.44,23.31,78.77,90.80,22.78,88.98,94.44
589,74.97,35.23,23.62,23.25,78.69,90.48,22.69,88.90,93.88
590,75.72,36.65,23.93,22.88,78.58,90.34,22.33,88.75,93.68
591,76.60,38.12,24.06,22.37,78.70,90.19,21.83,88.89,93.43
592,77.36,39.37,24.18,21.87,78.86,90.17,21.33,89.11,93.40
593,78.05,40.53,24.36,21.52,78.99,90.11,20.99,89.28,93.30
594,78.89,41.88,24.46,21.10,79.00,89.96,20.58,89.30,93.04
595,79.58,42.92,24.45,20.64,79.09,89.79,20.12,89.41,92.77
596,79.91,43.54,24.37,20.16,79.32,89.72,19.64,89.73,92.65
597,81.07,45.07,24.58,19.76,79.43,89.63,19.25,89.88,92.48
598,83.66,47.92,24.21,19.08,79.54,89.44,18.58,90.01,92.17
599,84.52,48.98,24.37,18.66,79.74,89.27,18.16,90.32,91.96
600,85.50,50.03,24.07,18.20,79.93,89.15,17.71,90.58,91.76
601,86.72,51.35,24.01,17.63,80.21,89.01,17.14,90.99,91.56
602,87.67,52.34,23.84,17.01,80.41,88.81,16.52,91.28,91.24
603,89.08,53.79,23.68,16.29,80.62,88.63,15.81,91.58,90.98
604,89.70,54.99,23.33,15.89,80.79,88.36,15.42,91.83,90.53
605,88.33,56.59,23.75,15.23,81.72,88.21,14.77,93.24,90.36
606,88.92,55.71,23.43,14.89,81.95,88.03,14.44,93.60,90.08
607,87.68,56.93,23.41,14.30,82.23,87.86,13.87,94.00,89.86
608,85.89,58.60,23.02,13.76,81.94,87.61,13.34,93.58,89.39
609,85.48,58.78,22.59,13.71,82.17,87.44,13.29,93.93,89.16
610,85.48,58.44,22.21,13.61,82.35,87.27,13.18,94.18,88.96
611,84.95,58.74,21.63,13.45,82.35,87.06,13.02,94.18,88.70
612,84.04,59.46,21.39,12.96,82.44,86.88,12.54,94.28,88.43
613,84.22,58.82,20.56,12.76,82.40,86.60,12.35,94.23,87.98
614,83.92,58.98,20.59,12.07,82.77,86.40,11.66,94.85,87.74
615,82.42,60.32,20.42,11.21,82.88,86.27,10.82,95.00,87.61
616,80.34,62.43,19.68,10.53,82.99,86.08,10.16,95.15,87.33
617,76.63,66.68,19.56,9.37,83.03,86.06,9.05,95.21,87.42
618,70.70,73.93,18.96,8.45,83.14,85.63,8.16,95.38,86.73
619,52.46,80.42,18.94,7.00,83.13,86.08,6.76,95.36,87.56
620,45.42,66.58,18.72,7.43,83.15,85.89,7.18,95.40,87.33
621,44.60,62.70,18.34,7.45,83.36,85.63,7.20,95.71,87.01
622,42.91,53.51,18.04,7.50,83.16,85.32,7.27,95.42,86.57
623,43.14,45.88,17.54,8.05,83.37,84.95,7.80,95.73,86.07
624,44.69,38.59,17.05,8.79,83.23,84.67,8.52,95.45,85.72
625,47.19,31.28,17.24,9.89,84.46,84.35,9.59,97.26,85.27
626,49.80,26.39,17.17,10.85,84.70,83.93,10.52,97.61,84.62
627,52.22,22.91,17.53,11.85,84.73,84.52,11.51,97.65,85.39
628,54.50,20.05,16.93,12.88,84.77,83.91,12.52,97.71,84.68
629,56.44,18.07,16.84,13.92,85.02,83.94,13.55,98.09,84.70
630,58.48,15.81,16.95,15.24,85.31,83.57,14.84,98.53,84.18
631,60.26,14.16,17.01,16.72,85.42,83.40,16.30,98.68,83.97
632,61.70,13.33,16.56,18.55,85.21,83.16,18.09,98.37,83.67
633,63.01,12.54,16.55,19.90,85.25,82.91,19.43,98.43,83.36
634,64.19,11.96,16.73,21.25,85.21,82.74,20.79,98.35,83.18
635,65.30,11.40,16.61,22.54,85.04,82.79,22.07,98.08,83.18
636,66.28,11.11,16.73,23.74,84.92,82.57,23.28,97.90,82.94
637,67.19,10.77,16.77,24.81,84.91,82.42,24.36,97.87,82.71
638,68.25,10.18,16.60,25.75,84.78,82.15,25.31,97.68,82.36
639,69.24,9.70,16.58,26.45,84.73,81.88,26.03,97.60,82.08
640,70.30,9.08,16.52,27.37,84.51,81.66,26.95,97.27,81.76
641,71.34,8.52,16.47,27.93,84.50,81.36,27.53,97.25,81.35
642,72.42,7.88,16.38,28.46,84.69,80.80,28.07,97.51,80.67
643,73.43,7.43,16.81,28.94,84.75,80.83,28.55,97.60,80.68
644,74.44,7.01,17.11,29.31,84.91,80.64,28.92,97.83,80.66
645,75.42,6.73,17.30,29.54,85.07,80.47,29.15,98.06,80.34
646,76.33,6.65,17.38,29.73,85.12,80.33,29.35,98.12,80.16
647,77.13,6.87,17.33,30.02,85.09,80.27,29.61,98.07,80.05
648,78.02,6.93,17.39,30.12,85.19,80.22,29.71,98.21,79.90
649,78.86,7.07,17.50,30.13,85.28,80.30,29.71,98.34,79.89
650,79.65,7.27,17.65,30.01,85.42,80.33,29.58,98.54,79.79
651,80.36,7.55,17.87,30.08,85.45,80.35,29.63,98.57,79.65
652,81.11,7.78,18.15,29.90,85.52,80.37,29.45,98.66,79.58
653,81.87,7.97,18.51,29.71,85.57,80.34,29.24,98.73,79.40
654,82.50,8.18,18.90,29.63,85.70,80.31,29.15,98.90,79.25
655,83.14,8.45,19.16,29.41,85.75,80.24,28.91,98.96,79.03
656,83.79,8.69,19.37,29.19,85.75,80.16,28.68,98.96,78.68
657,84.42,8.92,19.72,29.07,85.77,80.31,28.54,98.97,78.90
658,84.99,9.20,20.02,28.82,85.76,79.69,28.29,98.94,78.31
659,85.54,9.47,20.12,28.72,85.90,79.50,28.18,99.14,78.19
660,86.13,9.67,20.27,28.54,85.88,78.86,27.99,99.09,77.39
661,86.61,9.88,20.39,28.47,85.94,78.36,27.92,99.16,76.74
662,87.46,10.05,20.64,28.18,85.70,77.75,27.65,98.79,76.04
663,87.97,10.22,20.65,28.23,85.69,77.78,27.69,98.75,75.82
664,88.46,10.40,20.72,28.14,85.70,77.61,27.59,98.77,75.52
665,88.96,10.51,20.84,28.00,85.84,77.46,27.46,98.96,75.24
666,89.55,10.74,20.69,27.84,85.60,77.55,27.29,98.58,75.18
667,89.99,10.80,20.86,27.77,85.74,77.72,27.22,98.78,75.44
668,89.57,10.82,21.08,27.90,85.91,77.91,27.34,99.02,75.59
669,89.20,10.87,21.23,27.95,85.91,78.11,27.40,99.00,75.64
670,88.84,10.90,21.40,28.04,85.87,78.61,27.47,98.94,76.19
671,88.52,10.95,21.50,28.09,85.94,79.08,27.53,99.02,76.58
672,88.24,11.00,21.62,28.26,85.93,79.55,27.69,98.99,76.97
673,87.91,11.00,21.82,28.35,85.95,80.37,27.76,99.01,77.98
674,87.63,10.97,21.98,28.57,85.98,81.11,27.99,99.05,78.70
675,87.29,10.96,21.87,28.70,86.02,81.70,28.11,99.10,78.93
676,87.01,10.88,22.22,28.89,85.82,82.23,28.28,98.78,79.50
677,86.74,10.83,22.06,29.02,85.95,82.83,28.41,98.96,79.95
678,86.56,10.77,21.90,29.31,86.10,83.02,28.69,99.20,80.06
679,86.30,10.70,21.75,29.45,86.28,83.14,28.82,99.47,80.12
680,86.06,10.64,21.60,29.70,86.50,83.07,29.06,99.80,79.92
681,85.76,10.66,21.38,29.84,86.56,82.96,29.20,99.90,79.68
682,85.47,10.66,21.27,30.01,86.93,82.67,29.35,100.46,79.33
683,85.09,10.70,21.16,30.15,87.04,82.35,29.48,100.63,78.81
684,84.65,10.79,21.05,30.25,87.09,81.89,29.57,100.70,78.19
685,83.84,11.00,21.08,30.80,87.14,81.25,30.09,100.79,77.38
686,83.25,11.19,21.01,30.88,87.07,82.01,30.16,100.67,78.01
687,82.63,11.42,21.02,30.99,86.98,81.68,30.27,100.53,77.30
688,81.96,11.66,21.01,31.06,86.89,81.65,30.32,100.39,77.19
689,81.27,11.91,20.98,31.17,86.72,81.52,30.43,100.13,77.03
690,80.49,12.17,20.86,31.29,86.61,81.44,30.54,99.97,76.90
691,79.82,12.32,20.64,31.50,86.44,81.39,30.75,99.70,76.81
692,79.11,12.42,20.45,31.69,86.34,81.19,30.94,99.57,76.54
693,78.56,12.30,20.26,31.99,86.23,81.09,31.23,99.39,76.50
694,78.01,12.22,20.01,32.17,86.08,81.00,31.41,99.17,76.35
695,77.58,12.02,19.67,32.42,85.96,80.95,31.67,98.99,76.26
696,77.17,11.84,19.38,32.61,85.95,80.79,31.85,98.98,76.05
697,76.87,11.61,19.04,32.94,85.93,80.57,32.18,98.96,75.76
698,76.72,11.35,18.75,33.25,86.02,80.46,32.50,99.10,75.56
699,76.61,11.13,18.52,33.56,86.07,80.29,32.81,99.19,75.33
700,76.58,10.93,18.33,33.91,86.15,80.20,33.17,99.30,75.16
701,76.57,10.78,18.17,34.24,86.24,79.99,33.51,99.46,74.90
702,76.61,10.68,18.03,34.47,86.34,79.87,33.74,99.59,74.73
703,76.61,10.65,17.95,34.70,86.45,79.77,33.97,99.78,74.49
704,76.75,10.56,17.47,34.98,86.51,78.15,34.26,99.88,72.86
705,76.82,10.55,17.43,35.26,86.65,78.04,34.54,100.09,72.69
706,76.89,10.57,17.61,35.51,86.78,77.57,34.79,100.29,72.30
707,77.04,10.53,17.70,35.79,86.96,77.58,35.07,100.59,72.33
708,77.22,10.46,17.52,36.08,87.10,77.50,35.36,100.82,72.11
709,77.40,10.40,17.53,36.29,87.23,77.54,35.58,101.01,72.17
710,77.61,10.28,17.49,36.56,87.31,77.51,35.85,101.15,72.14
711,77.81,10.18,17.49,36.87,87.47,77.31,36.16,101.39,71.97
712,77.97,10.12,17.57,37.00,87.69,77.31,36.29,101.76,71.95
713,78.16,10.05,17.65,37.28,87.85,77.41,36.58,102.01,72.08
714,78.30,10.01,17.87,37.55,88.07,77.21,36.86,102.36,71.91
715,78.48,9.93,18.06,37.79,88.25,77.14,37.09,102.65,71.99
716,78.68,9.82,18.10,37.97,88.41,77.22,37.28,102.91,72.08
717,78.84,9.73,18.22,38.23,88.58,77.39,37.55,103.19,72.24
718,79.04,9.62,18.33,38.46,88.81,77.49,37.78,103.56,72.39
719,79.22,9.52,18.44,38.68,88.92,77.63,38.02,103.75,72.61
720,79.43,9.38,18.68,38.92,89.07,77.65,38.26,104.00,72.72
721,79.60,9.31,18.89,39.11,89.24,77.75,38.46,104.28,72.92
722,79.80,9.22,19.12,39.34,89.15,78.01,38.70,104.13,73.10
723,79.92,9.24,19.39,39.59,89.19,78.13,38.96,104.21,73.22
724,80.02,9.29,19.62,39.80,89.25,78.23,39.18,104.31,73.37
725,80.11,9.37,19.91,40.06,89.22,78.35,39.44,104.27,73.53
726,80.19,9.46,20.27,40.25,89.22,78.49,39.64,104.30,73.68
